	word	label_int
17965	captor	5
56342	grim	2
123146	superhuman	6
107626	rightful	6
57245	guzzling	5
43230	enmity	0
45380	excitation	0
33159	deliverance	9
6954	ardent	4
105081	renovation	1
85076	oak	6
137654	vivid	4
91863	perpetrator	3
60228	holiness	8
4784	amused	4
135484	utopian	4
117696	spaniel	6
58594	healing	4
5967	apathetic	7
8600	attack	0
131781	ultimate	1
85425	obscenity	5
90141	passion	1
139664	white	4
98689	prophet	9
130895	trumpet	5
98706	prophylactic	6
101776	rapture	6
130986	trusty	6
37217	dismay	7
81955	muddled	5
126577	terrorist	7
138713	watch	3
100169	purr	9
123931	suspicious	1
134698	unsuspecting	8
60657	hopelessness	7
97492	prisoner	2
34457	destination	7
65385	infarct	5
36696	discreet	6
102871	recombination	1
54899	glorify	9
15005	breach	5
77068	marry	8
78712	mess	2
48235	fell	5
117569	soundness	9
65365	infantile	5
140845	worsening	5
135797	vanished	7
65256	inexpensive	6
74667	lone	7
58403	hazard	3
133025	uneasy	5
109428	saintly	8
113207	shattered	7
60543	hooded	3
6646	apt	6
55694	grandchildren	4
56235	grenade	5
83691	network	1
59944	hire	4
130305	trepidation	5
137258	violation	8
84991	nurture	1
13772	bogus	2
35061	devout	1
2133	admonition	3
6845	archaic	5
18035	carcass	5
79260	mighty	0
92267	pessimism	7
137566	visitor	6
127395	threatening	5
56859	guardian	9
5782	antipathy	2
100494	quaint	4
45408	excited	8
7667	ashamed	7
3047	aggravating	7
113355	shell	5
123033	sunk	3
77785	measles	5
47154	fain	4
102106	reader	6
130999	truth	9
93953	plea	3
140506	wondrous	6
55308	goodness	8
111459	secret	9
89781	parole	1
58614	healthful	4
60770	horrible	0
96301	predispose	1
99836	punctuality	6
98701	prophylactic	1
60859	horse	9
24867	conceal	7
57202	gut	2
126033	tempest	3
28195	corruption	5
86400	onerous	0
129953	traumatic	3
11470	bee	0
109849	sappy	9
121005	strained	5
68405	invasion	5
96816	preserve	6
68075	intolerable	5
86837	oppress	7
76076	majesty	6
135795	vanished	5
70806	knack	6
83727	neurosis	7
116392	smut	2
68655	involuntary	5
124633	syncope	3
36823	diseased	3
32626	deference	6
63770	inadmissible	0
97216	priestly	6
7035	argument	5
32802	deformity	2
83501	neighbor	1
33842	depreciate	2
51515	fornication	5
105992	resign	2
20414	cherish	4
133072	unequal	2
13025	blast	5
76666	manna	6
109115	rust	5
70509	khan	9
123526	supremely	6
59634	heyday	4
141696	zealous	6
32858	defy	8
70754	kiss	4
76728	manslaughter	8
29570	crime	0
48391	ferment	1
123096	sunshine	6
115490	slaughter	0
98146	progressive	6
117306	sonnet	6
24406	completeness	6
128728	topple	8
68273	intrusive	3
104935	removal	5
41673	elf	3
47159	fain	9
38015	distortion	5
32857	defy	7
81962	muddy	2
10715	barrier	5
79993	mishap	3
56405	grinding	5
58885	heavily	5
61560	hunting	0
12282	bickering	2
38493	divorce	3
77146	marvel	6
115390	slam	0
140965	wrath	5
2029	admiration	9
46031	expedition	1
140432	woefully	2
94669	policeman	9
5722	antichrist	2
47801	fate	1
135100	upheaval	0
110223	scaffold	3
17441	candid	1
50122	flog	2
13340	blockade	0
612	abundance	2
133476	unimaginable	6
17432	cancer	2
24411	completing	1
88015	ovation	5
64274	income	4
104348	rejoicing	8
133375	unhappy	5
7185	armed	5
18140	carelessness	0
91862	perpetrator	2
32503	defection	3
14195	bookworm	5
114886	sir	6
82220	murderous	0
134187	unpopular	7
19131	celebrated	1
52555	frown	5
136295	vengeful	5
54059	generosity	9
117764	sparkle	4
33005	deletion	5
95753	powerfully	3
141000	wrecked	0
83131	navigable	1
79947	miserable	7
30957	cutting	7
60970	hostile	0
75445	lurch	5
86076	officer	6
77005	maroon	5
67286	intellectual	6
55649	graduation	9
64422	inconvenient	2
68250	intruder	0
40528	eager	8
115395	slam	5
71975	lava	5
27020	contraband	0
43656	environ	6
77039	marriage	9
120088	stealthy	8
90664	pay	4
39129	doubt	9
108767	rubble	7
7748	aspiration	8
54904	glory	4
124174	sweet	4
95919	pray	9
130780	troublesome	0
4486	amenable	6
59489	hermit	9
97597	probation	7
108280	rook	0
38895	domination	5
42074	embrace	4
59549	heroine	9
9262	autopsy	2
26770	contemptible	0
112459	series	9
61958	hypothesis	8
110400	scarcity	0
41126	effective	6
33193	deluge	3
124635	syncope	5
18473	case	3
140851	worship	1
36439	disclaim	9
48909	fill	9
74727	longing	7
55997	grave	7
33985	derision	5
35843	dinosaur	3
58280	hating	0
101982	rave	2
102889	recommend	9
70145	junk	5
108214	rollicking	4
81312	morgue	2
95105	porcupine	5
36195	disappointment	5
130081	treadmill	1
60449	honest	9
82212	murderer	2
52276	friendliness	6
67546	intercourse	6
99302	provoking	2
126572	terrorist	2
107066	reverie	6
34870	devastation	0
53575	garnish	5
109786	sanguine	6
141062	wretch	2
60946	hospitality	6
72176	leader	6
81520	mosquito	0
32559	defender	9
61945	hypocritical	5
77148	marvel	8
112184	sensuous	4
121515	strut	5
113145	shark	5
52104	freely	4
66366	innocent	6
96895	pressure	5
15763	brute	3
23586	commandant	6
107565	rifle	5
138467	warfare	7
138313	wan	3
60655	hopelessness	5
37663	disruption	3
51669	fortune	9
132095	unattractive	5
115772	slime	2
3835	allege	5
63645	impure	5
55050	gnome	0
7833	assault	3
76026	main	6
106080	resisting	0
5905	anxiety	5
94572	poisoning	2
34815	detriment	5
36100	disagreement	0
116155	smattering	5
65288	inexplicable	8
35405	die	5
92166	pertinent	6
127650	thundering	0
59756	highest	6
175	abhor	5
15543	broken	3
58191	haste	1
128753	torment	3
82752	nameless	2
60628	hope	8
47167	fainting	7
81246	moral	6
139925	wildcat	5
116062	slush	2
23909	communicate	9
41376	elaboration	6
36987	dishonest	7
6975	arduous	5
60256	holy	6
110777	scold	7
94666	policeman	6
115476	slate	6
91865	perpetrator	5
130671	triumph	1
98847	prosecute	7
106735	reticent	5
123501	supremacy	1
88507	owing	7
23666	commendable	6
82959	nation	9
86633	operation	3
59185	helplessness	5
58084	harmony	4
118435	spinster	5
119560	standoff	0
36232	disapproving	2
121256	strengthen	6
9156	authorization	6
13885	bomb	5
52804	fun	4
24465	complexity	5
107715	ringer	5
104847	remiss	7
61620	hurt	0
106764	retirement	4
40160	dumps	0
36127	disallowed	7
42105	embroiled	5
15540	broken	0
31735	deadlock	5
20815	chop	5
136107	vegetative	7
85412	obscene	2
33064	delight	4
60440	honest	0
27709	cooperative	9
45991	expecting	1
68795	irrational	5
21723	claw	3
136486	verdant	6
45126	exaltation	6
105993	resign	3
35947	dire	7
122742	suicidal	2
75931	magnificence	1
137949	vote	9
11396	beauty	6
97497	prisoner	7
65522	infestation	2
25317	condolence	7
138612	wart	2
133475	unimaginable	5
46036	expedition	6
120305	sterling	5
20787	cholera	7
20564	childhood	4
115255	skip	5
31451	dare	1
20045	charmed	5
60481	honeymoon	1
131937	unacknowledged	7
33730	deplore	0
54106	genial	6
29992	crude	2
29705	criticize	5
37240	dismissal	0
302	abomination	2
139501	whim	1
73226	liberate	6
79852	misbehavior	2
85165	obese	5
4825	anaconda	5
62327	ill	7
92305	pet	5
13888	bomb	8
34863	devastating	3
40307	duress	7
73312	lick	2
33949	deputy	9
123688	surprisingly	8
2395	adversary	5
115925	sloth	5
4659	amour	9
66540	insanity	0
13166	blessings	6
133915	unmanageable	5
21725	claw	5
7075	arid	5
136280	vengeance	0
125676	teach	6
23210	collusion	0
78365	menace	5
85251	objective	1
58687	hearse	7
31413	dangerous	3
93969	pleasant	9
115535	slavery	5
110879	scoundrel	9
76185	malevolent	5
65423	infection	3
77034	marriage	4
51161	foresee	1
58584	heal	4
2945	aftertaste	5
96406	prefer	6
116052	slur	2
8949	auditor	9
125678	teach	8
28155	corrosion	5
5847	antisocial	7
132231	unbridled	1
124567	sympathy	7
93914	playhouse	4
10332	banishment	2
37665	disruption	5
72982	lethal	2
60639	hopeful	9
84454	notable	4
101628	randomly	8
111505	secretive	5
105616	reproductive	6
81425	mortal	5
7421	art	1
136984	victor	4
33137	delirious	7
85027	nutritious	7
25455	confession	5
31262	damage	2
4424	ambition	4
58736	hearth	6
63397	impossible	7
137263	violence	3
48246	fellow	6
84546	noted	6
34487	destitute	7
23059	collateral	9
140158	winner	8
105035	renegade	5
34857	devastate	7
91067	penalty	7
55306	goodness	6
21529	clan	9
46385	exposed	5
63850	inattention	0
107585	rift	5
40539	eagerness	9
124779	system	9
139265	weirdo	5
68826	irreducible	6
119240	stab	0
93896	playful	6
131921	unaccountable	1
109416	saint	6
89623	pare	3
133073	unequal	3
29122	crap	2
86723	opium	3
97356	princely	6
43320	enslaved	0
88807	pain	7
41957	embarrassment	7
6966	ardor	6
138483	warlock	3
64872	indignation	2
55556	graceful	6
56169	green	9
90236	pastor	6
64555	incursion	5
139615	whisky	5
72866	lenient	6
111068	scrimmage	8
35426	dietary	6
23213	collusion	3
116562	sneeze	2
116541	sneaking	1
24760	compulsion	0
48	abandonment	8
33427	demoralized	7
36752	discriminating	2
2405	adverse	5
118652	spoil	2
116490	snarl	0
37202	dismal	2
89926	participation	6
85550	obstacle	0
137160	villainous	0
70515	kick	5
79815	mire	5
83733	neurotic	3
85555	obstacle	5
122428	succeed	8
28182	corrupting	2
34878	devastation	8
59395	heresy	5
55505	government	5
74916	lordship	6
121935	subjection	5
133099	unequivocal	9
137521	visionary	1
45535	execution	5
107905	rivalry	5
18087	cardiomyopathy	7
85303	obliging	3
7153	armament	3
4135	aloof	5
75683	mace	3
30829	custodian	9
37485	displeased	5
120275	stereotyped	5
22703	coercion	3
86850	oppressive	0
103076	recreation	6
121503	struggle	3
12815	bitterly	5
44323	escaped	3
92506	philosopher	6
12966	blameless	6
90156	passionate	6
33737	deplore	7
127464	thrill	4
48183	feeling	3
23405	combat	5
98355	promiscuous	5
23875	commotion	5
121395	strip	5
141636	younger	6
110897	scourge	7
109501	saliva	1
25187	concussion	7
8255	astringent	5
56300	grievous	0
75116	lovemaking	6
5285	animus	5
16905	cacophony	5
64206	include	6
45709	exhaustive	9
24133	compassion	3
63955	incapacity	5
49219	fireman	9
56374	grin	4
86049	offering	9
112168	sensual	8
55373	gore	3
130119	treasurer	9
105655	repudiation	5
54754	glee	4
55253	gonorrhea	3
66215	injurious	5
26523	constraint	3
52325	frighten	5
59127	hellish	7
17106	calf	6
15276	bridal	6
129091	towering	1
106436	restitution	6
123068	sunny	8
141678	zeal	8
141646	youth	6
43133	enigmatic	3
94392	poaching	2
91837	pernicious	7
14965	bravado	5
52922	furious	2
54656	gladness	6
26379	constable	9
60605	hoot	5
33154	deliverance	4
40260	duplicity	0
76250	malignant	0
12952	blame	2
115995	slug	5
19269	censor	9
128755	torment	5
93002	pig	2
37660	disruption	0
2636	affable	6
123725	surround	5
15279	bridal	9
119440	stalemate	0
78654	merriment	4
52775	fume	5
69873	journey	3
83945	nigger	5
23799	committee	9
75735	mad	5
98281	prologue	1
7424	art	4
3756	alimentation	6
119665	stark	5
21786	cleanly	6
97483	prison	3
69550	jerk	0
76187	malevolent	7
34490	destroyed	0
49316	firmness	6
15753	brutality	3
20019	charitable	9
107320	rheumatism	0
33575	deny	5
61147	howl	7
44913	eventuality	3
60506	honor	6
103119	recruits	9
42804	endless	4
67145	insulting	5
34150	desecration	0
33283	demise	3
19955	charade	5
75909	magnet	9
7966	assets	6
59468	hermaphrodite	8
87646	outcome	6
97160	prick	0
11030	batter	0
53306	galore	6
61304	humanity	4
88500	owing	0
75934	magnificence	4
43471	enthusiast	1
112495	serpent	5
82475	mutilated	5
828	accident	8
114737	sinful	7
31077	cyst	7
13274	blissful	4
2251	adrift	1
10579	bargain	9
68591	invitation	1
106843	retribution	3
27706	cooperative	6
141648	youth	8
36905	disgruntled	5
71775	lateness	5
31405	danger	5
19239	cement	9
56465	grizzly	5
54261	germ	1
12228	bewilderment	8
71612	larceny	2
69475	jealous	5
64382	inconsiderate	2
97984	proficiency	4
50041	flinch	1
39835	drowsiness	5
61565	hunting	5
82480	mutilation	0
66431	inoculation	1
45134	exalted	4
110873	scoundrel	3
105582	reproach	2
141245	wrought	5
100089	purification	9
71324	lamb	4
137571	visor	1
122687	suffocating	7
7273	arraignment	3
83267	necessity	7
76213	malice	3
30070	crunch	0
69825	jornada	5
125637	tax	7
43459	entertainment	9
109711	sanctuary	1
89393	parade	3
21549	clap	9
292	abominable	2
69530	jeopardize	0
45763	exigent	3
60602	hoot	2
111086	script	6
104095	regulatory	5
50285	fluctuation	5
123530	surcharge	0
64815	indictment	5
101333	radon	3
926	accomplish	6
106221	respect	1
42057	embolism	7
117226	solvency	6
77509	mathematical	9
75248	lucky	8
56607	grounded	7
22575	cocaine	5
33135	delirious	5
72036	lawful	6
133011	uneasiness	1
133138	unexpected	8
51176	foreseen	6
15669	brotherhood	9
112107	senseless	7
55503	government	3
38737	dole	7
53036	fusion	6
72506	leeway	6
93536	placid	6
133478	unimaginable	8
133912	unmanageable	2
32566	defending	6
66065	inhospitable	5
3316	aiding	6
104293	reject	3
140640	words	0
4076	ally	6
12711	birthday	1
75198	loyal	8
21500	clamor	0
74697	lonesome	7
134485	unsatisfactory	5
138282	wallow	2
50890	foray	0
25336	conducive	6
49905	flee	5
19714	champion	4
103071	recreation	1
89	abbot	9
90105	passe	5
103566	reform	6
4656	amour	6
34693	deteriorate	3
59504	hero	4
4479	amen	9
140854	worship	4
66966	instruct	6
94086	plexus	6
45462	exclusion	2
38987	doomed	7
22836	coherence	6
87140	ordeal	0
105813	resection	3
105686	reputable	6
4450	ambush	0
133439	unification	9
97708	procession	8
36405	discharge	5
122145	subsidence	5
20896	chowder	6
127503	throb	3
32556	defender	6
128999	toughness	9
83680	nettle	0
63962	incarceration	2
14642	bovine	2
126766	thanksgiving	6
30022	cruelty	2
41546	electric	6
27	abandon	7
84081	nobility	1
38093	distressing	3
106216	resources	6
97168	prick	8
43154	enjoy	4
28056	corrective	6
129518	transcendence	8
13151	blessing	1
88045	overbearing	5
106464	restorative	4
40175	dun	5
92909	picnic	9
81215	moot	5
75600	lying	0
127449	thrift	9
34433	despotism	3
3216	agreeable	6
84591	notification	1
123707	surrendering	7
64735	indeterminate	5
54126	genius	6
130134	treat	4
105084	renovation	4
136102	vegetative	2
120081	stealthy	1
130109	treasure	9
27723	cop	3
112197	sentence	7
128993	toughness	3
134570	unsettled	0
60125	hobo	5
26386	constancy	6
79863	miscarriage	3
138465	warfare	5
31937	debt	7
107853	risky	3
37915	distasteful	5
132871	undisclosed	1
91703	perjury	3
20306	cheer	6
48185	feeling	5
51257	forfeiture	7
112009	senate	9
110407	scarcity	7
56856	guardian	6
88275	overpaid	5
84277	noncompliance	7
71137	lace	7
109379	sage	9
69939	jubilant	9
71267	lagging	7
24347	complain	7
66516	inquiry	6
122385	subversion	5
51722	foul	2
60802	horrific	2
67646	interior	6
6454	appreciation	4
17185	callous	5
117855	spear	5
120555	stinging	5
126560	terrorism	0
75167	lowest	7
50615	foiled	5
11757	belittle	7
38875	dominate	5
51984	fraternal	4
7203	armored	3
77036	marriage	6
496	absolution	6
113853	shot	3
3275	aground	5
114132	shun	2
108902	ruinous	2
31719	deacon	9
67095	insufficiently	5
48435	ferocity	5
32945	delay	5
62995	impeachment	5
53494	garden	4
115975	slowness	5
7785	assail	5
113042	shame	2
90711	peace	1
89563	parasite	3
37160	disliked	0
13136	bless	6
15760	brute	0
21502	clamor	2
38715	doit	5
136972	victimized	2
39209	dove	9
92908	picnic	8
9845	backwards	5
139742	whore	2
7616	ascent	6
132273	uncertain	3
1019	accountant	9
45256	excellence	6
141643	youth	3
101216	radiant	6
65566	infinite	6
30517	cupping	7
52338	frightened	8
36592	discord	2
50991	forearm	1
114845	sinning	5
104346	rejoicing	6
125430	tariff	0
21556	clarify	6
37453	displaced	3
114812	sinister	2
112757	severance	7
55761	grant	1
34746	determination	6
45736	exhilaration	6
11565	beg	5
133505	unimproved	5
70785	kite	5
7693	asp	3
124123	sweat	3
56216	greeting	6
26216	considerable	6
41486	elders	6
7677	ashes	7
93885	player	5
51171	foreseen	1
93964	pleasant	4
69946	jubilee	6
136935	vice	5
122405	subvert	5
110405	scarcity	5
3030	aggravated	0
93090	pillage	0
17449	candid	9
49519	fixed	9
40521	eager	1
32785	deform	5
8617	attacking	7
85723	occult	3
72902	lesbian	2
140220	wireless	0
120890	storming	0
25799	conglomerate	9
140960	wrath	0
94550	poison	0
131996	unanimous	6
41355	ejection	5
84377	noose	7
133845	unlicensed	5
27205	controversial	5
36273	disastrous	3
43645	envious	5
22186	closure	6
96985	pretending	5
19728	chance	8
37387	dispel	7
17585	cannibalism	5
134286	unquestionable	6
61306	humanity	6
20726	chivalry	6
134437	unrest	7
60425	homosexuality	5
64845	indigent	5
130864	true	4
22995	coldness	5
49903	flee	3
8524	atone	4
128773	tornado	3
132464	unconstrained	4
39135	doubtful	5
124171	sweet	1
34153	desecration	3
117864	special	4
52885	fungus	5
138509	warn	9
102196	real	6
109306	safe	6
106249	respectable	9
65525	infestation	5
21946	clever	6
66585	insecure	5
81493	mortuary	3
76094	majority	4
102971	reconstruct	1
73855	lint	5
42856	endowment	6
28842	coward	2
74220	livid	0
52012	fraudulent	2
46646	extra	6
55679	grammar	9
135405	usurped	5
55155	godless	5
96094	precious	4
45264	excellent	4
59112	hell	2
23609	commanding	9
100871	quicken	1
56285	grievance	5
119669	stark	9
94123	plight	3
60098	hoax	8
42839	endow	9
114624	simplify	4
138287	wallow	7
123726	surround	6
132987	undying	7
131897	unable	7
138518	warned	8
77069	marry	9
22311	clown	1
34163	desert	3
63980	incendiary	0
33850	depreciated	0
18111	career	1
138057	vulnerability	7
17975	capture	5
69470	jealous	0
11315	beast	5
61219	hug	9
73974	liquor	4
85415	obscene	5
29514	crescendo	4
105366	replenish	6
57890	harassing	0
90234	pastor	4
45153	examination	3
67615	interference	5
85605	obstruction	5
66073	inhuman	3
43323	enslaved	3
8333	asylum	3
106673	retaliation	3
74675	loneliness	5
85595	obstruct	5
3675	alien	5
13323	blob	3
51230	forfeit	0
20024	charity	4
24829	comrade	9
36835	disembodied	5
85722	occult	2
133245	unfinished	5
73566	liking	6
65127	inefficient	7
75194	loyal	4
67982	intestinal	2
1116	accurate	6
137265	violence	5
130866	true	6
32650	defiance	0
15750	brutality	0
60939	hospital	9
47355	falsify	5
119152	squeamish	2
84086	nobility	6
24361	complement	1
82441	mutable	1
69904	joy	4
41275	egotistical	5
30177	crying	7
122239	substantiate	9
55082	gob	2
108052	robbery	2
87956	outward	6
104645	relinquish	5
51661	fortune	1
86502	ooze	2
19496	certainty	6
75193	loyal	3
38599	doctrine	9
30985	cyanide	5
72062	lawsuit	2
242	abnormal	2
16352	burke	2
14495	bottom	5
57305	gypsy	5
44181	errand	1
131446	tutor	6
100485	quail	5
30695	cursing	5
5839	antiseptic	9
23777	committal	7
116872	socialist	2
26569	consul	9
16635	butt	5
61551	hunter	1
71333	lament	3
109195	saber	5
57383	hag	3
63806	inalienable	6
110423	scarecrow	3
11055	battery	5
102028	raving	8
104320	rejects	0
4823	anaconda	3
88526	ownership	6
109616	salve	6
104716	remake	6
110990	screaming	0
13756	bodyguard	6
121412	stripped	2
110166	savvy	6
53472	garbage	2
53047	fuss	7
99585	publicist	5
107283	revulsion	3
125328	tantalizing	8
36497	discolored	7
117322	soot	2
36726	discretion	6
129122	toxic	2
41285	egregious	5
102023	raving	3
91057	penal	7
82005	mug	5
81912	mucous	2
23786	committed	6
133823	unlawful	3
62975	impatient	5
3906	alleviation	6
95741	powerful	1
43731	epidemic	1
133287	unforgiving	7
109674	sanctify	4
95746	powerful	6
90540	patter	0
97896	productive	6
31867	debacle	7
134655	unsuitable	5
8739	attest	9
41334	ejaculation	4
44268	erupt	8
26435	constipation	5
82435	musty	5
18083	cardiomyopathy	3
55412	gory	2
19231	cement	1
12820	bitterness	0
140352	withered	2
132705	underpaid	5
112725	sever	5
128511	tomorrow	1
47137	failing	7
134832	untoward	2
76192	malfeasance	2
16140	bummer	0
128302	toad	2
117699	spaniel	9
81130	moody	0
10169	ballot	9
52074	freedom	4
110005	saturated	5
86610	opera	0
64726	indestructible	6
3539	alb	9
31524	darling	4
83185	nay	5
86026	offer	6
33767	deportation	7
57419	hail	9
89525	paranoia	5
86012	offensive	2
96940	presumptuous	0
80370	mob	0
25451	confession	1
60347	homicide	7
20746	chocolate	6
7428	art	8
38083	distressed	3
105727	requiem	7
101758	rapt	8
120805	stoppage	5
30275	cuckold	5
60075	hoarse	5
110205	scab	5
67700	interminable	0
100733	quash	3
62905	impairment	5
55304	goodness	4
106466	restorative	6
123719	surrogate	9
332	abortion	2
26350	conspirator	0
27989	corporation	9
101670	ransom	0
94313	plunder	3
66040	inhibit	0
47189	fairly	9
97986	proficiency	6
106815	retract	5
38525	dizzy	5
54784	glide	4
37645	disrespect	5
111843	seizure	3
85997	offender	7
99813	punch	3
12355	bier	5
27660	coop	0
63685	inaccessible	5
100908	quicksilver	8
19262	censor	2
76235	malign	5
28466	count	6
79922	misconduct	2
107070	reversal	0
61635	hurtful	5
86906	optimism	6
140847	worsening	7
34495	destroyed	5
41703	elimination	3
37173	dislocated	3
